user_id,book_id,borrow_date,return_date
155,3ad7165f-4eff-4b25-a901-1239823e1abe,2024-01-24,2024-02-02
155,df927196-4f6a-415b-a877-d28a887d9132,2024-02-01,2024-02-15
155,d31a3934-04d0-4685-8aba-ea5c7d745795,2024-01-10,2024-01-24
155,b851596d-782a-4575-9c17-95bfa1965248,2024-01-25,2024-01-30
155,7728e70b-d14e-498d-94a5-7b23f6020541,2024-01-01,2024-01-06
155,0ce1de3e-16ec-46df-9c11-a99567313055,2024-02-05,2024-02-19
155,f7fef187-86ac-4cd8-949c-322342c36363,2024-01-22,2024-01-25
167,25de710c-d08c-49a7-89e8-630ef4b7b989,2024-02-13,2024-02-26
167,1ee36d6f-ce81-4fb5-9b1e-240d70caf3df,2024-01-20,2024-02-03
167,656c478e-499b-4d5b-8967-44a2b8081902,2024-03-22,2024-03-26
167,905790b5-3d21-4436-b45a-7e541bc3347c,2024-03-01,2024-03-07
167,905790b5-3d21-4436-b45a-7e541bc3347c,2024-02-11,2024-02-21
167,905790b5-3d21-4436-b45a-7e541bc3347c,2024-02-28,2024-03-11
167,4a97dafa-d418-4de2-924f-aa8861a552cd,2024-01-09,2024-01-14
167,905790b5-3d21-4436-b45a-7e541bc3347c,2024-03-08,2024-03-15
167,905790b5-3d21-4436-b45a-7e541bc3347c,2024-03-03,2024-03-07
167,905790b5-3d21-4436-b45a-7e541bc3347c,2024-03-26,2024-03-29
167,905790b5-3d21-4436-b45a-7e541bc3347c,2024-02-08,2024-02-17
167,3495d011-edd1-4c95-aa27-41ea73e1de5a,2024-03-26,2024-04-06
167,11c49394-e80b-42b5-bca4-c6e49de379ad,2024-03-11,2024-03-23
167,990eeb0f-ba01-4f68-ad92-651452d4db36,2024-01-19,2024-02-01
167,905790b5-3d21-4436-b45a-7e541bc3347c,2024-02-29,2024-03-08
209,0849f119-a7b7-4f9c-82bc-6ac5f96dee88,2024-01-15,2024-01-27
209,0849f119-a7b7-4f9c-82bc-6ac5f96dee88,2024-03-24,2024-04-03
209,0849f119-a7b7-4f9c-82bc-6ac5f96dee88,2024-03-20,2024-03-24
209,0849f119-a7b7-4f9c-82bc-6ac5f96dee88,2024-02-10,2024-02-20
209,0849f119-a7b7-4f9c-82bc-6ac5f96dee88,2024-01-07,2024-01-12
209,0849f119-a7b7-4f9c-82bc-6ac5f96dee88,2024-01-22,2024-02-01
209,0849f119-a7b7-4f9c-82bc-6ac5f96dee88,2024-01-05,2024-01-08
209,0c244c62-ae84-4288-91a1-816b88650f8f,2024-02-14,2024-02-23
209,0849f119-a7b7-4f9c-82bc-6ac5f96dee88,2024-03-22,2024-03-31
209,a6c9d2f2-d86e-4db6-8b11-5dee05446f1e,2024-02-07,2024-02-14
209,7525473f-0b56-4a39-808e-092f2d4e4133,2024-03-29,2024-04-02
209,0849f119-a7b7-4f9c-82bc-6ac5f96dee88,2024-03-05,2024-03-14
133,8072f1b5-aa80-4b30-9c25-eff7087c4512,2024-01-21,2024-01-28
133,23533cdb-0151-4600-a7d7-d3da3cd2e603,2024-02-25,2024-02-28
133,d6b8a53e-e9eb-4dc6-aeca-eb40a6fa7954,2024-03-14,2024-03-28
133,cf82ba65-6436-431e-acac-145858c6a257,2024-01-19,2024-02-01
133,d344ccfd-fdba-4db9-afde-45998e83c3fc,2024-02-02,2024-02-08
133,a966c176-7f48-477c-a3d4-93e10edb3b35,2024-02-27,2024-03-01
133,a8eb0dc5-f209-4626-8ccd-96c021ed0d82,2024-01-21,2024-01-29
133,c27c645e-02ee-4b86-a096-5bc45836c85e,2024-02-29,2024-03-13
133,7356ecec-9572-4f16-9ac4-5bcc322d1fbd,2024-01-22,2024-01-28
211,4d5c9ab9-a311-4d46-a72b-311302990923,2024-02-17,2024-02-25
211,4c3a219d-d884-4caf-a2e6-39cc0e77e191,2024-01-19,2024-01-26
211,ecd6c1e2-f555-4e56-89a9-2ee56b3db700,2024-01-19,2024-01-27
211,4d5c9ab9-a311-4d46-a72b-311302990923,2024-01-13,2024-01-17
211,91048df7-1f64-4911-923a-9ff194a10208,2024-03-26,2024-03-31
211,4c3a219d-d884-4caf-a2e6-39cc0e77e191,2024-02-12,2024-02-23
211,abb220eb-0a6f-4248-bae7-6f64b31cd923,2024-01-12,2024-01-19
211,dda28c5a-dcc1-4783-b557-df5e8191810b,2024-03-31,2024-04-03
211,4b566f8d-2971-408a-982f-7ced9a077e1a,2024-03-02,2024-03-09
211,1bbd322d-8748-444f-bf27-d011c0f90121,2024-02-07,2024-02-11
211,abb220eb-0a6f-4248-bae7-6f64b31cd923,2024-01-07,2024-01-10
211,4c3a219d-d884-4caf-a2e6-39cc0e77e191,2024-02-04,2024-02-15
211,c04092d0-e8a6-45d6-9777-66a5183cefd0,2024-03-26,2024-03-31
211,ecd6c1e2-f555-4e56-89a9-2ee56b3db700,2024-03-29,2024-04-06
211,658704d9-839c-4785-80b3-b712ac9486a0,2024-03-19,2024-04-01
81,4ed73bfc-bd44-4c66-9060-1d2934b4f2fa,2024-03-02,2024-03-07
81,a2009930-8338-4e67-9319-ddb1832a8c7b,2024-02-16,2024-02-28
81,a2009930-8338-4e67-9319-ddb1832a8c7b,2024-02-16,2024-02-20
81,b7b6debc-c1e2-42cb-ad62-4bd39dfd879c,2024-01-11,2024-01-21
81,e4e33d92-c616-432b-bf12-0126b006497a,2024-03-29,2024-04-09
81,a2009930-8338-4e67-9319-ddb1832a8c7b,2024-03-18,2024-04-01
81,84766e6d-4862-442e-a5db-3399c30381f3,2024-01-12,2024-01-16
81,c69ff5eb-d6ce-45f5-9bec-2066216889b7,2024-03-08,2024-03-11
81,f893affc-9973-4118-a98d-4160238bb541,2024-03-30,2024-04-05
81,84766e6d-4862-442e-a5db-3399c30381f3,2024-03-01,2024-03-07
81,d98a068e-c6a9-4967-b675-9df8ffa93bca,2024-01-13,2024-01-25
228,f0fc79d8-b567-429f-b8b1-521e12d80176,2024-03-23,2024-04-01
228,f629a70a-a1dc-4a49-a88f-2fa523a06ad8,2024-02-08,2024-02-11
228,2e4e0cbd-9d57-47e0-8e29-faee47da605e,2024-02-29,2024-03-14
228,0bbc9dfc-b80b-4505-aee9-3aaf77c78511,2024-02-15,2024-02-19
228,4e9c124a-3b41-4509-b7f5-5e10870111ee,2024-01-02,2024-01-07
228,986ac897-7a08-45ef-ac1e-bef9c52a2743,2024-01-16,2024-01-19
228,2e4e0cbd-9d57-47e0-8e29-faee47da605e,2024-02-29,2024-03-10
228,948a79c6-0b39-405e-9452-49a7ef666f56,2024-02-16,2024-02-29
228,8a78ea7a-f138-44cb-94f8-6db2f61594e5,2024-03-10,2024-03-21
228,1df5fc92-4c87-47aa-9a13-04caf0dc9b44,2024-02-12,2024-02-15
228,beb188f5-46ee-4e5c-9885-98c257bd52b4,2024-01-08,2024-01-12
228,44e3071e-5ac1-4d4e-b6f3-fe4c0c75f1cb,2024-02-23,2024-03-06
228,e642c9cf-9bb3-48ae-9c60-f4ab9e5f8a5a,2024-01-30,2024-02-10
228,f308c7b3-9272-4979-8f3f-b729a0f014ad,2024-03-12,2024-03-19
250,3e5f7edf-aaad-4d85-abfb-be9ee3656301,2024-01-12,2024-01-24
250,13c0b49f-a11d-4f36-8b5f-a11e7a8e265d,2024-03-10,2024-03-13
250,41f55b08-792c-44fa-9cbd-7dd54de3e973,2024-01-21,2024-02-02
250,ed232322-5790-4f45-b64a-a02b12d7a613,2024-01-08,2024-01-12
250,ed232322-5790-4f45-b64a-a02b12d7a613,2024-01-02,2024-01-16
250,e9f941bd-74e5-494a-99c8-5b951252271e,2024-01-18,2024-01-22
250,3f695162-b6be-47a6-a24d-06b4932b77e0,2024-03-21,2024-03-27
250,2bbe1e13-6e12-4eda-a874-dd50115c4900,2024-03-11,2024-03-21
250,91e6304b-7b04-4d7d-b074-d9785ed037af,2024-03-28,2024-04-10
250,297429a4-ad8d-4e0a-8715-90bcaaa00236,2024-03-31,2024-04-06
250,84309e55-9277-44bb-a719-281f5ba2c415,2024-02-01,2024-02-10
250,48992104-cb2f-429d-aac3-c2ede3cedd25,2024-02-14,2024-02-19
250,0508d55f-0c77-4a66-877d-062b07e7a630,2024-02-07,2024-02-14
27,99c390f3-a690-4228-b1e1-5f1b44eafd4b,2024-03-30,2024-04-04
27,99c390f3-a690-4228-b1e1-5f1b44eafd4b,2024-02-14,2024-02-18
27,99c390f3-a690-4228-b1e1-5f1b44eafd4b,2024-03-31,2024-04-14
27,99c390f3-a690-4228-b1e1-5f1b44eafd4b,2024-02-11,2024-02-24
27,99c390f3-a690-4228-b1e1-5f1b44eafd4b,2024-03-11,2024-03-14
27,99c390f3-a690-4228-b1e1-5f1b44eafd4b,2024-01-04,2024-01-12
27,99c390f3-a690-4228-b1e1-5f1b44eafd4b,2024-03-22,2024-04-05
27,99c390f3-a690-4228-b1e1-5f1b44eafd4b,2024-01-05,2024-01-17
27,99c390f3-a690-4228-b1e1-5f1b44eafd4b,2024-01-25,2024-02-01
27,99c390f3-a690-4228-b1e1-5f1b44eafd4b,2024-03-26,2024-04-02
27,99c390f3-a690-4228-b1e1-5f1b44eafd4b,2024-02-28,2024-03-13
27,99c390f3-a690-4228-b1e1-5f1b44eafd4b,2024-01-05,2024-01-12
27,99c390f3-a690-4228-b1e1-5f1b44eafd4b,2024-02-09,2024-02-22
233,61adb86b-e185-4303-b21c-e7d3d28b9cb6,2024-03-22,2024-03-25
233,34db7050-6fc2-4035-b8fa-b34689de6e02,2024-03-19,2024-03-24
233,ad1549e4-8f80-42a0-947f-220fd0b3495b,2024-03-04,2024-03-15
233,0de2c2bc-1454-4cbd-be61-333317ef0544,2024-01-20,2024-01-27
233,7b4af63e-941c-4aaa-b569-2edce57e13c6,2024-02-16,2024-02-26
233,0a7187dc-798b-424d-82d0-c75a021a7774,2024-03-13,2024-03-22
233,d31a3934-04d0-4685-8aba-ea5c7d745795,2024-03-25,2024-04-08
233,7365edc2-17f3-4168-a565-3841920d1f43,2024-02-01,2024-02-14
233,167b5e16-6290-4c8c-8889-5bd06765ac1a,2024-01-12,2024-01-16
233,3faa69e7-bbc6-46cd-9aa4-57f8409f5520,2024-03-02,2024-03-05
